"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group"
"AO800315","C002439","C19C14M215","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Acute Care","1","Lease Information Extract - HPFS Tangent","","","Excluded","Acute Care Wing- Nurses station","NTT-Deskside Services-PortHardy-Staffed"
"AO800330","C004913","C19312M231","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Acute Care","1","Lease Information Extract - HPFS Tangent","","","Excluded","PAH Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"LD027724","HSS-1016278","PC0UA5XH","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","?","1","","","","Excluded","","NTT-Deskside Services-PortHardy-Local"
"LD046086","HSS-1022023","5SFRN53","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin Trailer","1","REQ0088977-RITM0092178-SCTASK0146305","","","General Rounding","CH1  Community Health","NTT-Deskside Services-PortHardy-Remote"
"LD058698","HSS-1026985","8RXBBC3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 10","1","REQ0257049-RITM0269248-SCTASK0409266","","04/21/2026","General Rounding","Primary Care","NTT-Deskside Services-PortHardy-Remote"
"LD059161LEG","HSS-1029442","7XCZ9C3","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Doctor's Office (Room #4 on floor plan)","1","REQ0342783-RITM0358950-SCTASK0565056","","06/02/2026","General Rounding","ACV Physician Contracts","NTT-Deskside Services-PortHardy-Remote"
"LD057561","HSS-1030511","73GM7G3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","WFH","1","REQ0363034-RITM0380295-SCTASK0613014","","04/27/2026","Excluded","CCN Home Support Admin","NTT-Deskside Services-PortHardy-Staffed"
"LD057657LEG","HSS-1030902","3DL47G3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin trailer-Hayley Mcconnell's office","1","REQ0398301-RITM0417346-SCTASK0646295","","04/17/2026","Excluded","ACV Med Staff Cred and Priv","NTT-Deskside Services-PortHardy-Remote"
"PC071346","HSS-1031316","GS8GVD3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Boardroom","1","REQ0425535-RITM0446157-SCTASK0689923","","04/21/2026","General Rounding","Primary Care","NTT-Deskside Services-PortHardy-Remote"
"LD080106","HSS-1036957","DGCJLN3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Indigenous Health","1","REQ0671847-RITM0705761-SCTASK1108202","","02/05/2024","Excluded","FWL","NTT-Deskside Services-PortHardy-Local"
"LD062064","HSS-1037601","D8BK9K3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Office off Admin - Cindy Perry","1","REQ0688732-RITM0723465-SCTASK1146090","","07/13/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Staffed"
"AO800304","HSS-1038959","C22305M292","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","Lease Information Extract - HPFS Tangent","","06/02/2026","Mobile Cart","Admin","NTT-Deskside Services-PortHardy-Local"
"PC085048","HSS-1039464","7WB2RN3","VIHA-KYU-Kyuquot Health Centre-Main Building-1st Floor","Kyuquot","Main Building","Nurses office","1","REQ0768441-RITM0807322-SCTASK1274905","","","General Rounding"," ","NTT-Deskside Services-PortHardy-Remote"
"LD100186","HSS-1040466","63RFLN3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Cindy Perry's office-Admin area","1","REQ0810827-RITM0851879-SCTASK1343529","","07/07/2026","Excluded","Administration","NTT-Deskside Services-PortHardy-Staffed"
"LD100217","HSS-1040580","CH4JLN3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 4","1","REQ0793763-RITM0834020-SCTASK1357664","","04/21/2026","General Rounding","Primary Care","NTT-Deskside Services-PortHardy-Remote"
"LD072619","HSS-1040602","9S5KLN3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Admin office","1","REQ0793805-RITM0834062-SCTASK1358151","","12/05/2025","General Rounding","Administration","NTT-Deskside Services-PortHardy-Local"
"PC100051","HSS-1040649","CSG6VH3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main building","MOA desk","1","REQ0793777-RITM0834034-SCTASK1360535","","04/21/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"LD072643","HSS-1040765","81H2NN3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Admin-Jodi Wright","1","REQ0793782-RITM0834039-SCTASK1364346","","04/21/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"LD106726","HSS-1040937","BN73NN3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Lab","1","REQ2027361-RITM2141179-SCTASK3495330","","05/15/2026","General Rounding","Lab","NTT-Deskside Services-PortHardy-Staffed"
"LD072693","HSS-1040992","2M23NN3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","ACT room","1","REQ0834263-RITM0876552-SCTASK1382950","","05/26/2026","General Rounding","MCN NI ICMT","NTT-Deskside Services-PortHardy-Local"
"PC080097","HSS-1041328","BKR4XP3","VIHA-PHFP-Port Hardy Family Practice-Main Building-1st Floor","Port Hardy","Main building","210","2","REQ0754160-RITM0792371-SCTASK1422504","","03/04/2024","General Rounding"," ","NTT-Deskside Services-PortHardy-Local"
"LD062715","HSS-1041758","DBP4FK3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Admin Trailer","Clinician's office","1","REQ0864721-RITM0908707-SCTASK1462597","","04/21/2026","General Rounding","MCN Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Remote"
"LD062785","HSS-1041864","50Q1NN3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Admin Trailer","Clinician's office","1","REQ0870174-RITM0914505-SCTASK1475834","","","General Rounding","MCN Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Remote"
"LD062788","HSS-1041937","934FLN3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Admin trailer","Clinician's office","1","REQ0870174-RITM0914506-SCTASK1477902","","06/26/2026","General Rounding","MCN Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Remote"
"LD080550","HSS-1042061","91DWDK3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","WFH","1","REQ0881161-RITM0926178-SCTASK1493650","","08/16/2023","Excluded","COV Talent Experience","NTT-Deskside Services-PortHardy-Local"
"LD110008","HSS-1042074","8S04FK3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Eagle Ridge Manor","415-Yellow Room","1","REQ0886566-RITM0931928-SCTASK1493987","","06/24/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Staffed"
"PC072501","HSS-1042255","GK03XP3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Security Office","1","REQ0841846-RITM0884429-SCTASK1516601","","06/22/2026","General Rounding","Security(By Reception)","NTT-Deskside Services-PortHardy-Remote"
"LD125035","HSS-1042371","2J7SQV3","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Managers office","1","REQ0908837-RITM0955418-SCTASK1529647","","03/30/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"LD072908","HSS-1042483","D9WRQV3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","ADMIN OFC","1","REQ0936474-RITM0984714-SCTASK1559276","","06/16/2026","General Rounding","CHW","NTT-Deskside Services-PortHardy-Staffed"
"LD072909","HSS-1042492","912SQV3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","PHH Admin office","1","REQ0936466-RITM0984706-SCTASK1559298","","05/15/2026","General Rounding","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"LD080675","HSS-1042533","2D7SQV3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","chs office","1","REQ0936472-RITM0984712-SCTASK1564341","","04/22/2025","General Rounding","CHS","NTT-Deskside Services-PortHardy-Staffed"
"LD080745","HSS-1042902","CB6LTV3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Telehealth room","1","REQ0975161-RITM1025779-SCTASK1632115","","09/16/2025","General Rounding","'-","NTT-Deskside Services-PortHardy-Remote"
"PC072642","HSS-1042979","666LPR3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Nurses Station","1","REQ0954096-RITM1003428-SCTASK1653110","","06/22/2026","General Rounding","Admin","NTT-Deskside Services-PortHardy-Staffed"
"LD073196","HSS-1043056","2S6Y4X3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","A Bentley","1","REQ0983731-RITM1034872-SCTASK1665392","","06/29/2026","General Rounding","Pharmacy","NTT-Deskside Services-PortHardy-Staffed"
"LD063807","HSS-1043139","6R9Z4X3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","?","1","REQ1009018-RITM1061463-SCTASK1689312","","07/08/2026","General Rounding","'-","NTT-Deskside Services-PortHardy-Staffed"
"PC078485","HSS-1043147","5WQVPR3","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Main Kitchen","1","REQ1008022-RITM1060410-SCTASK1691505","","05/28/2026","General Rounding","Kitchen","NTT-Deskside Services-PortHardy-Remote"
"PC085178","HSS-1043215","J8YVPR3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Nursing Station TV room","1","REQ1006949-RITM1059233-SCTASK1696769","","04/02/2026","Excluded","CSN PM Primary Care Ctr2","NTT-Deskside Services-PortHardy-Staffed"
"PC085179","HSS-1043216","D6YVPR3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","?","1","REQ1006950-RITM1059234-SCTASK1696782","","09/07/2023","General Rounding","CSN PM Primary Care Ctr2","NTT-Deskside Services-PortHardy-Remote"
"LD085565","HSS-1043339","4M9Z4X3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 8","1","REQ1002333-RITM1054435-SCTASK1708652","","07/09/2026","General Rounding","Primary Health care","NTT-Deskside Services-PortHardy-Local"
"LD085566","HSS-1043340","GY6Y4X3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Jodi Wright's Office","1","REQ1002327-RITM1054429-SCTASK1708668","","04/21/2026","General Rounding","'-","NTT-Deskside Services-PortHardy-Remote"
"LD064055","HSS-1043664","JM205X3","VIHA-PHFP-Port Hardy Family Practice-Main Building-1st Floor","Port Hardy","Main Building","208","2","REQ1050365-RITM1105294-SCTASK1763953","","04/02/2024","General Rounding","CCD Admin Support-Comox","NTT-Deskside Services-PortHardy-Local"
"PC078616","HSS-1043848","CF0LPR3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Room 11 acute care wing","1","REQ1070485-RITM1126443-SCTASK1800418","","06/24/2026","General Rounding","Ambulatory","NTT-Deskside Services-PortHardy-Staffed"
"LD100748","HSS-1043946","7WPQGY3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Jodi's Office","1","REQ1084961-RITM1141977-SCTASK1823157","","02/26/2024","General Rounding","PMAPCC-Primary Care","NTT-Deskside Services-PortHardy-Remote"
"LD100954","HSS-1044320","8YB95X3","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Doctors office or offsite","1","REQ1121922-RITM1180815-SCTASK1887241","","07/25/2025","General Rounding","Port Alice Health Centre","NTT-Deskside Services-PortHardy-Remote"
"LD064872","HSS-1044721","77Q5SV3","VIHA-KYU-Kyuquot Health Centre","Kyuquot","","","","REQ1149419-RITM1210189-SCTASK1938738","","","Excluded","","NTT-Deskside Services-PortHardy-Remote"
"LD085679","HSS-1044769","40M1QV3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Admin Trailer","WFH","1","REQ1155659-RITM1216786-SCTASK1948063","","02/24/2026","Excluded","COV Agency Coordination","NTT-Deskside Services-PortHardy-Remote"
"PC079094","HSS-1045026","BYV13Z3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Security Office-Next to Reception","1","REQ1194174-RITM1257654-SCTASK2017769","","06/22/2026","General Rounding","ACV Protection Svcs Admin","NTT-Deskside Services-PortHardy-Remote"
"LD090373","HSS-1045030","HK3C9W3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Office beside rear door-no number","1","REQ1192252-RITM1255586-SCTASK2016942","","05/21/2026","General Rounding","PHS Community Development","NTT-Deskside Services-PortHardy-Local"
"LD090445","HSS-1045378","D52B9W3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","TBD","1","REQ1217481-RITM1282518-SCTASK2065271","","05/15/2026","General Rounding","ACV Clinical Mentors","NTT-Deskside Services-PortHardy-Staffed"
"LD101782","HSS-1045887","DG7YCW3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Admin Trailer","Hayley's Office","1","REQ1255348-RITM1323142-SCTASK2121255","","06/22/2026","General Rounding","ADMIN","NTT-Deskside Services-PortHardy-Remote"
"LD101840","HSS-1046040","3Z1WCW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Yellow Room-ERM","1","REQ1263620-RITM1332185-SCTASK2135702","","07/06/2026","General Rounding","Admin","NTT-Deskside Services-PortHardy-Staffed"
"LD086100","HSS-1046580","1YKVCW3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin Trailer","1","REQ1306691-RITM1377994-SCTASK2227482","","04/21/2026","General Rounding","PMH Diabetes Education Program","NTT-Deskside Services-PortHardy-Remote"
"LD067832","HSS-1046745","9VKVCW3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Rooms 4 and 8","1","REQ1328222-RITM1400778-SCTASK2250099","","06/29/2026","General Rounding","CSN PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"LD090875","HSS-1046983","50YRCW3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen","1","REQ1327952-RITM1400505-SCTASK2275557","","06/02/2026","General Rounding","CSN PH Primary Care Ctr2","NTT-Deskside Services-PortHardy-Local"
"LD067938","HSS-1047069","5HSQCW3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Evan Rogers for home","1","REQ1356104-RITM1430308-SCTASK2297618","","07/17/2025","General Rounding","CSN PM  Primary Care Ctr","NTT-Deskside Services-PortHardy-Remote"
"LD067940","HSS-1047071","JQSQCW3","VIHA-KYU-Kyuquot Health Centre-Main Building-1st Floor","Kyuquot","Main building","?","1","REQ1359302-RITM1433759-SCTASK2297620","","","General Rounding","KHC Kyuquot Health Centre","NTT-Deskside Services-PortHardy-Remote"
"9MQBK44","HSS-1047558","9MQBK44","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Lunch Room","1","REQ1399939-RITM1476830-SCTASK2382162","","","","DI","NTT-Deskside Services-PortHardy-Remote"
"LD091161","HSS-1047597","2J6RCW3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen","1","REQ1420455-RITM1498454-SCTASK2412854","","06/02/2026","General Rounding","PMH Diabetes Education Program","NTT-Deskside Services-PortHardy-Local"
"LD086344","HSS-1047901","GNFJVW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Lab-Left Rear Corner","1","REQ1455050-RITM1535087-SCTASK2471417","","07/02/2026","General Rounding","Laboratory Core","NTT-Deskside Services-PortHardy-Staffed"
"LD081077","HSS-1048044","CN6TQW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","H&C office PHH","1","REQ1466681-RITM1547345-SCTASK2489599","","06/15/2026","General Rounding","Home and Community","NTT-Deskside Services-PortHardy-Staffed"
"LD081076","HSS-1048046","6XVSQW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","PHH1E031","1","REQ1466677-RITM1547341-SCTASK2489569","","06/24/2026","General Rounding","CHS NVI Case Mgmt","NTT-Deskside Services-PortHardy-Staffed"
"LD086384","HSS-1048138","FY12WH3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","omnicell rooms","1","REQ1476937-RITM1558295-SCTASK2514123","","04/30/2026","Excluded","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"LD086385","HSS-1048140","HPK2WH3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Omnicell Room","1","REQ1476939-RITM1558297-SCTASK2514153","","04/02/2026","Excluded","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"LD068604","HSS-1048335","JMD2WH3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Admin trailer","WFH","1","REQ1516362-RITM1599685-SCTASK2571328","","04/16/2026","Excluded","MCN Clinical Svc NVI","NTT-Deskside Services-PortHardy-Remote"
"PC080276","HSS-1048376","8KX4L44","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main building","Physician  office sea-can","1","REQ1514254-RITM1597477-SCTASK2579405","","03/19/2026","General Rounding","CVH Rehab and Social Work","NTT-Deskside Services-PortHardy-Remote"
"LD091562","HSS-1048390","57L2WH3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","WFH","1","REQ1525321-RITM1609140-SCTASK2584162","","","Excluded","WFH","NTT-Deskside Services-PortHardy-Local"
"LD104946","HSS-1110662","J0WHX64","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 2","1","REQ1700893-RITM1795173-SCTASK2881400","","05/26/2026","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"LD104947","HSS-1110663","B0WHX64","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","REQ1700888-RITM1795168-SCTASK2881566","","","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"PC024299","HSS-1952968","MJ0531K3","VIHA-KYU-Kyuquot Health Centre-Main Building-1st Floor","Kyuquot","Main Building","UNKNOWN","1","","","","General Rounding","Information Management/Information Technology (IM/IT)","NTT-Deskside Services-PortHardy-Remote"
"LD042738","HSS-1960756","PC1FCPB4","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","","","10/20/2023","General Rounding"," COVID","NTT-Deskside Services-PortHardy-Local"
"LD042746","HSS-1960764","PC1FCPCJ","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main building","Room#5","1","","","02/11/2025","General Rounding"," ","NTT-Deskside Services-PortHardy-Remote"
"LD048246","HSS-1967561","FS4DP73","VIHA-PHHC-Port Hardy Health Centre","Port Hardy","","West Block 56","","COVID19W-07-0055","","","Excluded","","NTT-Deskside Services-PortHardy-Local"
"LD048282","HSS-1967597","JQGVN73","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","COVID19W-07-0090","","01/14/2026","General Rounding","COVID","NTT-Deskside Services-PortHardy-Local"
"LD048283","HSS-1967598","HWSBP73","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","COVID19W-07-0091","","10/20/2023","General Rounding"," COVID","NTT-Deskside Services-PortHardy-Local"
"LD041025","HSS-6001272","PC1EPQEH","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","?","1","","","07/08/2026","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Staffed"
"PC035168","HSS-8003965","MJ020BL7","VIHA-KYU-Kyuquot Health Centre-Main Building-1st Floor","Kyuquot","Main Building","ER","1","","08/24/2020","","General Rounding","Emergency medicine","NTT-Deskside Services-PortHardy-Remote"
"TD030071","HSS-8012496","MP1DLVT9","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","IM/IT office","1st","","","","Excluded","Nursing","NTT-Deskside Services-PortHardy-Staffed"
"PC034679DUP","HSS-8012506","PC0N8GUA","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Lab","1","","","07/17/2023","Excluded","Lab","NTT-Deskside Services-PortHardy-Remote"
"LD032212TRP","HSS-8015127","PC0UA6RE","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","False","1","","","","General Rounding","Aboriginal Health","NTT-Deskside Services-PortHardy-Local"
"LD035971","HSS-8022247","8KKZ9C3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Bullpen","1","VIHATRP20210614-020","","05/26/2023","General Rounding"," ","NTT-Deskside Services-PortHardy-Local"
"LD035980","HSS-8025730","1TR26G3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Rehab","1","VIHATRP20211206-008","","04/16/2026","General Rounding","Physiotherapy","NTT-Deskside Services-PortHardy-Remote"
"LD065285","HSS-8025732","8DXJ7G3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Admin","1","VIHATRP20211206-010","","07/02/2026","General Rounding","Community Health","NTT-Deskside Services-PortHardy-Staffed"
"PC034006","HSS-8026811","JJC6VH3","VIHA-SHC-Sointula Health Clinic-Main Building-1st Floor","Sointula","Main Building","TV","1","VIHATRP20220221-031","","05/16/2025","General Rounding"," ","NTT-Deskside Services-PortHardy-Remote"
"PC047853","HSS-8058289","B75F2G3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","XRAY (Tech Room)","1","VIHATRP20220425-006","","07/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-PortHardy-Staffed"
"PC047075","HSS-8058290","B9TD2G3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","XRAY Back desk","1","VIHATRP20220425-007","","07/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-PortHardy-Staffed"
"PC033378","HSS-8058292","B9TC2G3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Mental Health Admin","1","VIHATRP20220425-009","","03/16/2026","General Rounding","Mental Health & Substance Use","NTT-Deskside Services-PortHardy-Local"
"LD032197","HSS-8058294","7WW06G3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Office (Beside Conference Room)","1","VIHATRP20220425-011","","03/16/2026","General Rounding","Public Health","NTT-Deskside Services-PortHardy-Local"
"PC021250","HSS-8058295","B6VJ2G3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","ICMT Admin","1","VIHATRP20220425-012","","03/16/2026","General Rounding","MCN Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Local"
"LD030961","HSS-8058296","GW682J3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Office (1st from Entrance)","1","VIHATRP20220425-013","","04/10/2026","General Rounding","MCN Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Local"
"LD065366","HSS-8058299","407X9K3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Eagle Ridge Manor","Lead Nurse Office-ERM","1","VIHATRP20220425-016","","07/10/2026","General Rounding","Long Term Care-Admin","NTT-Deskside Services-PortHardy-Staffed"
"PC031983","HSS-8058300","6S2VMH3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Laboratory (Collection Room)","1","VIHATRP20220425-017","","07/13/2026","Critical Clinical","Laboratory","NTT-Deskside Services-PortHardy-Staffed"
"PC033376","HSS-8058301","6SHVMH3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","General Office (Community Health Services Admin Su","1","VIHATRP20220425-018","","06/22/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Staffed"
"LD065368","HSS-8058304","CSBD3J3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Home & Community office","1","VIHATRP20220425-021","","07/17/2025","General Rounding","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"PC035258","HSS-8058308","6S1PMH3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Clinical Coordinator (Beside Door)","1","VIHATRP20220425-025","","06/22/2026","General Rounding","Community Health","NTT-Deskside Services-PortHardy-Staffed"
"PC031985","HSS-8058310","6RWKMH3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Laboratory (Front of Lab)","1","VIHATRP20220425-027","","07/13/2026","Critical Clinical","PHH Lab","NTT-Deskside Services-PortHardy-Staffed"
"PC031977","HSS-8058311","6S3QMH3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Laboratory (Right of Lab)","1","VIHATRP20220425-028","","07/13/2026","Critical Clinical","Laboratory","NTT-Deskside Services-PortHardy-Staffed"
"LD065367","HSS-8058313","FQSJBK3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Lead Office","1","VIHATRP20220425-030","","04/17/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"LD065371","HSS-8058314","D3Z34J3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Beside reception","1","VIHATRP20220425-031","","07/08/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Staffed"
"PC035265","HSS-8058321","GRG6VH3","VIHA-SHC-Sointula Health Clinic-Main Building-1st Floor","Sointula","Main Building","Room 2","1","VIHATRP20220425-038","","05/16/2025","General Rounding","ACN Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"PC035253","HSS-8058323","6S3MMH3","VIHA-SHC-Sointula Health Clinic-Main Building-1st Floor","Sointula","Main Building","Nurses exam room","1","VIHATRP20220425-040","","05/16/2025","General Rounding","Public Health","NTT-Deskside Services-PortHardy-Remote"
