"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","location.u_deskside_assignment_group"
"LD065697","LD065129","HSS-8073748","9RPTVP3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","Gya's device","1","VIHATRP20230417-018","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"PC037565","LD065608","HSS-8072159","G39TVP3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","214","1","VIHATRP20230213-017","05/31/2031","NTT-Deskside Services-WestCoast-Local"
"PC090480","PC090480","HSS-1049156","6WY5VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","2306","2","INC3675568","06/30/2031","NTT-Deskside Services-WestCoast-Staffed"
"LD101258","LD090905","LD034741","JMG60N3","VIHA-WCMHAS-West Coast Mental Health & Addiction Services-Main Building-1st Floor","Main Building","2nd on right","1","VIHATRP20221114-004","02/28/2031","NTT-Deskside Services-WestCoast-Remote"
"LD034318","LD034318","HSS-1025875","3M1VR63","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","6","1","REQ0188756-RITM0197449-SCTASK0292554","07/31/2029","NTT-Deskside Services-WestCoast-Local"
"PC075784","PC075784","HSS-1940282","92CMG14","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","Main Building","105","1","DMND0005326","08/31/2030","NTT-Deskside Services-WestCoast-Remote"
"LD034320","LD066646","HSS-8089590","197JTY3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","7","1","VIHATRP20240909","11/30/2032","NTT-Deskside Services-WestCoast-Local"
"LD080462","LD066387","HSS-8086258","9PZ3VZ3","VIHA-TGH-Tofino General Hospital-Main Building-Basement 1","Main Building","'-Home and Community / Liaison","0","VIHATRP20240429-035","07/31/2032","NTT-Deskside Services-WestCoast-Remote"
"PC033759","PC033759","PC033759","311RVP3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Main Building","Admitting Desk","","VIHATRP20221114-011","02/28/2031","NTT-Deskside Services-WestCoast-Remote"
"PC049267","PC049267","HSS-8078591","4CXRQT3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Main Building","WC1541","1","VIHATRP20230918-058","11/30/2031","NTT-Deskside Services-WestCoast-Staffed"
"LD050419","LD050419-M2","HSS-1972920","JQNKGC3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","17","1","DMND0003120","12/31/2029","NTT-Deskside Services-WestCoast-Local"
"LD093077","LD061046","HSS-1034926","2ZJKRH3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","7","1","REQ0557136-RITM0585009-SCTASK0965062","07/31/2030","NTT-Deskside Services-WestCoast-Local"
"LD058319","LD058319","HSS-8072205","610TVP3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","HOff","1","VIHATRP20230213-057","05/31/2031","NTT-Deskside Services-WestCoast-Local"
"LD1000304","LD1000304","HSS-8078561","BZP6PW3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","Admin","0","VIHATRP20230918-036","11/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD034602","LD034602","HSS-8073736","48FQQT3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Main Building","WC1471B","1","VIHATRP20230417-003","06/30/2031","NTT-Deskside Services-WestCoast-Staffed"
"LD065146","LD065146","HSS-8023456","2GFHGC3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2518","2","VIHATRP20210809-011","11/30/2029","NTT-Deskside Services-WestCoast-Staffed"
"PC026148","PC040021","PC040021","44B60N3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","2302B","2","VIHATRP20221114-055","03/31/2031","NTT-Deskside Services-WestCoast-Staffed"
"PC042651","PC042651","PC042651","D7B60N3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Main Building","Nursing Station","","VIHATRP20221114-009","02/28/2031","NTT-Deskside Services-WestCoast-Remote"
"LD064927","LD064928","HSS-1044775","26GLTY3","VIHA-PACDF-Port Alberni Community Dialysis Facility-Main Building-1st Floor","Main Building","1","1","REQ1148475-RITM1209188-SCTASK1944027","01/31/2032","NTT-Deskside Services-WestCoast-Local"
"PC020973","PC020973","HSS-8058684","1TMJRH3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2504","","VIHATRP20220505-030","08/31/2030","NTT-Deskside Services-WestCoast-Staffed"
"LD059255","LD059255TRP","HSS-8095640","CWF6W14","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","MHSU 941 - C England Avenue","WFH","1","REQ1877551-RITM1981654-SCTASK3260909","09/30/2030","NTT-Deskside Services-WestCoast-Staffed"
"LD050413","LD050413-M2","HSS-1972912","CTCKGC3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","Liaison 2","1","DMND0003120","12/31/2029","NTT-Deskside Services-WestCoast-Local"
"","LD027222","HSS-1956454-M2","VTH61019","VIHA-WRC-Westhaven-Main Building-1st Floor","Main Building","WFH?","1","","02/28/2022","NTT-Deskside Services-WestCoast-Staffed"
"PC078493","PC085206","HSS-1044695","GBHLTY3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WCAdmin","2","REQ1141946-RITM1202266-SCTASK1922035","01/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD023195","LD030570","HSS-8024942","GXCKGC3","VIHA-PAIHN-Port Alberni Integrated Health Network-Main Building-1st Floor","Main Building","Admin","1","VIHATRP20211025-003","01/31/2030","NTT-Deskside Services-WestCoast-Local"
"LD066188","LD066188","HSS-8073751","CP8QQT3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","Team Room","1","VIHATRP20230417-020","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"","100261","100261","CN43170CQ4","VIHA-TGH-Tofino General Hospital","","","","","","NTT-Deskside Services-WestCoast-Remote"
"PC076779","PC076779","HSS-8089627","1WCJTY3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2441","2","VIHATRP20240909-077","11/30/2032","NTT-Deskside Services-WestCoast-Staffed"
"PC033771","PC033771","HSS-8086240","4N06VZ3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Main Building","Nursing Lounge","1","VIHATRP20240429-021","07/31/2032","NTT-Deskside Services-WestCoast-Remote"
"LD066070","LD066070","HSS-8073762","16FQQT3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","9","1","VIHATRP20230417-025","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"PC031596","JZGKRH3","HSS-1984833","JZGKRH3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WCOR - Surgical Desk","2","DMND0003637","10/31/2030","NTT-Deskside Services-WestCoast-Staffed"
"PC051330","PC051330","HSS-8086292","BCF4VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2256 - Marion's PC","2","VIHATRP20240429-063","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD036938","C5CJRH3","HSS-1034075","C5CJRH3","VIHA-BAM-Bamfield Health Centre-Main Building-1st Floor","Main Building","Reception","1","REQ0557287-RITM0585173-SCTASK0915800","06/30/2030","NTT-Deskside Services-WestCoast-Remote"
"PC033742","PC033742","PC033742","8Z0MVF3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2351","","VIHATRP20221114-066","02/28/2031","NTT-Deskside Services-WestCoast-Staffed"
"PC071738","PC071738","HSS-1033958","532JRH3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2303","2","REQ0529603-RITM0555836-SCTASK0891865","06/30/2030","NTT-Deskside Services-WestCoast-Staffed"
"PC031609","PC031609","HSS-8091657","4T8LG14","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2431 - User: Arden Schiller","2","VIHATRP20241209","02/28/2033","NTT-Deskside Services-WestCoast-Staffed"
"LD036395","LD066239","HSS-8073770","55FQQT3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","8","1","VIHATRP20230417-031","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD059155","LD059155","HSS-8095836","514LG14","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Main Building","Admin WFH","1","ISLHTRP20250922-011","09/30/2030","NTT-Deskside Services-WestCoast-Remote"
"","PC045957","HSS-8017411-M1","VTK50215","VIHA-WCGH-West Coast General Hospital","Main Building","NTT Loaner Room (1520a)","","","08/31/2022","NTT-Deskside Services-WestCoast-Staffed"
"LD036395","LD066239","HSS-8073769","7T8QQT3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","8","1","VIHATRP20230417-031","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD066245","LD066245","HSS-8073800","8N8QQT3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","Social Work","1","VIHATRP20230417-051","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"PC040022","PC032087","HSS-8089618","JXCJTY3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2326 - Administration","","VIHATRP20240909-068","11/30/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD066101","LD066101","HSS-8086226","37K3TY3","VIHA-WRC-Westhaven-Main Building-1st Floor","Main Building","WH1023","1","VIHATRP20240429-009","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD034602","LD034602","HSS-8073737","DW8QQT3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Main Building","WC1471B","1","VIHATRP20230417-003","06/30/2031","NTT-Deskside Services-WestCoast-Staffed"
"PC032082","PC032082","HSS-8086316","FPZ3VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2422","2","VIHATRP20240429-077","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD034708","LD034708","HSS-8086295","GNV4VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","CV1052","1","VIHATRP20240429-064","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD033693","LD033693","HSS-8058710","BDPKRH3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","12","1","VIHATRP20220505-047","08/31/2030","NTT-Deskside Services-WestCoast-Local"
"PC032112","PC032112","HSS-8086276","9MZ3VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Main Building","2140","2","VIHATRP20240429-050","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD086133","LD086133","HSS-1046848","8B24TY3","VIHA-PAHC-Port Alberni Health Centre","","","","REQ1330423-RITM1403095-SCTASK2254254","07/31/2032","NTT-Deskside Services-WestCoast-Local"
"PC033279","PC033279","HSS-8058689","565KRH3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","Doctors lounge","","VIHATRP20220505-034","08/31/2030","NTT-Deskside Services-WestCoast-Staffed"
"","LD027219","HSS-1956468-M1","VTH60997","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building","Main","21","","","02/28/2022","NTT-Deskside Services-WestCoast-Local"
"LD066240","LD066240","HSS-8073772","45FQQT3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","Unit 201 - Consult Room #4","1","VIHATRP20230417-032","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD044273","LD044273","HSS-8086255","JGH3VZ3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Main Building","WFH","1st Floor","VIHATRP20240429-033","07/31/2032","NTT-Deskside Services-WestCoast-Remote"
"PC067010","PC067010","PC067010","6P170N3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WCMedical Imaging - 2288 - XRay room","","VIHATRP20221114-053","03/31/2031","NTT-Deskside Services-WestCoast-Staffed"
"LD050423","LD027199","HSS-1972947","5BJKGC3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","11","1","DMND0003120","12/31/2029","NTT-Deskside Services-WestCoast-Local"
"PC080246","PC080246","HSS-1047964","49CHTY3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","1","1","REQ1397582-RITM1474316-SCTASK2445347","11/30/2032","NTT-Deskside Services-WestCoast-Local"
"LD090411","F5JKGC3","HSS-1972932","F5JKGC3","VIHA-TGH-Tofino General Hospital-Main Building-Basement 1","Main Building","TGH - Home and Community care","1","DMND0003120","12/31/2029","NTT-Deskside Services-WestCoast-Remote"
"LD066503","LD066503","HSS-8086318","BPC3VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2351","2","VIHATRP20240429-079","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"PC075783","PC075783","HSS-1940281","204LG14","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","Main Building","105","1","DMND0005326","08/31/2030","NTT-Deskside Services-WestCoast-Remote"
"PC033750","PC033750","PC033750","77X60N3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2450 - Lab Reception desk","","VIHATRP20221114-057","03/31/2031","NTT-Deskside Services-WestCoast-Staffed"
"LD065381","LD065381","HSS-8058697","HZ4KRH3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","1","1","VIHATRP20220505-040","08/31/2030","NTT-Deskside Services-WestCoast-Local"
"PC033767","PC033767-M1","PC033767","B7B60N3","VIHA-TGH-Tofino General Hospital-Main Building-Basement 1","Main Building","Mental Health and Substance Use smaller office","","VIHATRP20221114-018","02/28/2031","NTT-Deskside Services-WestCoast-Remote"
"LD066228","LD031871","HSS-8024963","DXCKGC3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","Team Room","1","VIHATRP20211025-014","04/30/2030","NTT-Deskside Services-WestCoast-Local"
"PC074082","PC074082","HSS-1903212","8424TY3","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-2nd Floor","Main Building","218","2","DMND0005135","12/31/2032","NTT-Deskside Services-WestCoast-Remote"
"LD090317","LD090317","HSS-1041631","GRDSVP3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","main room","1","REQ0853411-RITM0896514-SCTASK1435695","05/31/2031","NTT-Deskside Services-WestCoast-Local"
"LD066016","LD038210-M1","HSS-8058724","1NJJRH3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","6","1","VIHATRP20220505-055","08/31/2030","NTT-Deskside Services-WestCoast-Local"
"PC040906","PC040906-M1","HSS-1984846","3GGJRH3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2215 (Report Room B)","","DMND0003637","10/31/2030","NTT-Deskside Services-WestCoast-Staffed"
"LD091165","PC030897","HSS-8086227","3JZ3TY3","VIHA-WRC-Westhaven-Main Building-1st Floor","Main Building","WH1004","1","VIHATRP20240429-010","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD066503","LD066503","HSS-8086319","92W5VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2351","2","VIHATRP20240429-079","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD091664","LD091664","HSS-1049058","25ZKG14","VIHA-WCGH-West Coast General Hospital","WFH","","2","REQ1561285-RITM1647339-SCTASK2656871","01/31/2033","NTT-Deskside Services-WestCoast-Staffed"
"PC075782","PC075782","HSS-1940278","6LSMG14","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","Main Building","105","1","DMND0005326","08/31/2030","NTT-Deskside Services-WestCoast-Remote"
"PC031584","LD038205","HSS-8058729","J2KKRH3","VIHA-PAHC-Port Alberni Health Centre-Main Building-2nd Floor","Main Building","2nd Admin desk","2","VIHATRP20220505-053","08/31/2030","NTT-Deskside Services-WestCoast-Local"
"","LD042882","HSS-8023445","2RXGGC3","VIHA-CFP-Coastal Family Place-Main Building-1st Floor","Main Building","PH Admin","1","VIHATRP20210809-001","10/31/2029","NTT-Deskside Services-WestCoast-Remote"
"LD065126","LD065126-M1","HSS-8095842","1CN8W14","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","24","1","ISLHTRP20250922-016","09/30/2030","NTT-Deskside Services-WestCoast-Local"
"PC032005","PC032005","HSS-8072129","CXPSVP3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","Reception Office","","VIHATRP20230213-008","05/31/2031","NTT-Deskside Services-WestCoast-Local"
"LD065127","LD065127-M1","HSS-8095851","6M6MG14","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","21","1st Floor","ISLHTRP20250922-022","09/30/2030","NTT-Deskside Services-WestCoast-Local"
"PC032111","PC032111","HSS-8024981","VTN16661","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WCOR - 2110 - Surgical Desk","","VIHATRP20211025-029","01/31/2030","NTT-Deskside Services-WestCoast-Staffed"
"LD067130","LD067130","HSS-1044993","CJ9KTY3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Main Building","WC1471C","1","REQ1175204-RITM1237671-SCTASK1991608","02/29/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD061357","PC049245","HSS-8086217","DCK3TY3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","8","1","VIHATRP20240429-003","07/31/2032","NTT-Deskside Services-WestCoast-Local"
"LD050422","JGJKGC3","HSS-1972927","JGJKGC3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","1","1","DMND0003120","12/31/2029","NTT-Deskside Services-WestCoast-Local"
"PC075775","PC075775","HSS-1940269","304LG14","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","Main Building","105","1","DMND0005326","08/31/2030","NTT-Deskside Services-WestCoast-Remote"
"PC033754_EVG","PC033754","PC033754","6Z0MVF3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","1420","","VIHATRP20221114-064","02/28/2031","NTT-Deskside Services-WestCoast-Staffed"
"PC032107","PC032107-M2","","3LVCZ43","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2515 (Reports Room B)","2","","","NTT-Deskside Services-WestCoast-Staffed"
"LD055962","LD058183","HSS-8094590","D3L6W14","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","9","1","ISLHTRP20250721-071","08/31/2030","NTT-Deskside Services-WestCoast-Local"
"LD037331","LD037331","HSS-8086221","3KP3TY3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","WFH","1","VIHATRP20240429-006","07/31/2032","NTT-Deskside Services-WestCoast-Local"
"LD026442","LD026442-M2","HSS-8058699","JDPKRH3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","6","1","VIHATRP20220505-041","08/31/2030","NTT-Deskside Services-WestCoast-Local"
"LD066218","LD066218","HSS-8073764","26FQQT3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","Unit 201 - Robbie?s desk (Room 12)","1","VIHATRP20230417-028","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"","HSS-1005532-M2","HSS-1005532-M2","VN554153","VIHA-WCGH-West Coast General Hospital","","","","","10/31/2017","NTT-Deskside Services-WestCoast-Staffed"
"PC031603","PC031603-M1","HSS-8078580","6N2RQT3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2330 - Computer lab","2","VIHATRP20230918-051","11/30/2031","NTT-Deskside Services-WestCoast-Staffed"
"PC033756","PC033756","PC033756","9S170N3","VIHA-CFP-Coastal Family Place-Main Building-1st Floor","Main Building","Office on Left","","VIHATRP20221114-007","02/28/2031","NTT-Deskside Services-WestCoast-Remote"
"LD023194","LD023194","HSS-8078550","7ZP6PW3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","HSCL/CM office--Ashley Schuhmann","1","VIHATRP20230918-024","11/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD038207","LD038207-M1","HSS-8073784","9JZPQT3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","6","1","VIHATRP20230417-039","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD066422","LD066422-M1","HSS-8081957","7NVHTY3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Main Building","HCNO","1","VIHATRP20231225-045","02/29/2032","NTT-Deskside Services-WestCoast-Remote"
"LD027205","LD027205-M2","HSS-8073799","9N8QQT3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","5","1","VIHATRP20230417-050","06/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD061502","LD071983","HSS-1036714","55SMVF3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","'-","1","REQ0650318-RITM0683194-SCTASK1072528","09/30/2030","NTT-Deskside Services-WestCoast-Local"
"LD039282","LD065378-M2","HSS-1044053","DV66PW3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","23 - on desk outside of 23","1","REQ1092444-RITM1149878-SCTASK1840131","11/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD038047","LD038047","HSS-8078553","JR66PW3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","Miranda's device","1","VIHATRP20230918-029","11/30/2031","NTT-Deskside Services-WestCoast-Local"
"PC075772","PC075772","HSS-1940265","504LG14","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","Main Building","105","1","DMND0005326","08/31/2030","NTT-Deskside Services-WestCoast-Remote"
"PC033768","PC033768","PC033768","4CRQVP3","VIHA-TGH-Tofino General Hospital-Main Building-Basement 1","Main Building","Mental Health and Substance Use large office","","VIHATRP20221114-015","02/28/2031","NTT-Deskside Services-WestCoast-Remote"
"PC031598","PC031598-M1","PC031598","JQ170N3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2330","2","VIHATRP20221114-036","02/28/2031","NTT-Deskside Services-WestCoast-Staffed"
"PC026224","PC026224","HSS-8069109","GFN50N3","VIHA-ULS-Ucluelet Lab Services-Main Building-1st Floor","Main Building","Lab","","VIHATRP20221121-095","02/28/2031","NTT-Deskside Services-WestCoast-Remote"
"PC074082","34660N3","HSS-1940477","34660N3","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-2nd Floor","Main Building","218","2","DMND0005329","12/31/2030","NTT-Deskside Services-WestCoast-Remote"
"PC029481","PC029481","HSS-8086260","4SK4VZ3","VIHA-TGH-Tofino General Hospital-Main Building-Basement 1","Main Building","Nutrition Services","1","VIHATRP20240429-038","07/31/2032","NTT-Deskside Services-WestCoast-Remote"
"LD036396","LD036396","HSS-8089595","397JTY3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","3","1","VIHATRP20240909","11/30/2032","NTT-Deskside Services-WestCoast-Local"
"LD067464","LD034598","HSS-8072203","BGKSVP3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","201","1","VIHATRP20230213-056","05/31/2031","NTT-Deskside Services-WestCoast-Local"
"PC077213","LD023786-M1","HSS-8023465","C5XGGC3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2326","","VIHATRP20210809-018","11/30/2029","NTT-Deskside Services-WestCoast-Staffed"
"PC052209","PC052209","","CNK4440PR3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2258","2","","","NTT-Deskside Services-WestCoast-Staffed"
"LD034320","LD066646","HSS-8089591","5S2JTY3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","7","1","VIHATRP20240909","11/30/2032","NTT-Deskside Services-WestCoast-Local"
"LD100152","LD100152","HSS-1040084","2BQHRH3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","Natasha's Office","1","REQ0787823-RITM0827671-SCTASK1308130","10/31/2030","NTT-Deskside Services-WestCoast-Local"
"PC078681","PC078681","HSS-1044282","GLR6PW3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","2905","2","REQ1110102-RITM1168312-SCTASK1868512","12/31/2031","NTT-Deskside Services-WestCoast-Staffed"
"PC077030","PC077030","HSS-1034026","6C2JRH3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2303","","REQ0529603-RITM0555835-SCTASK0894912","06/30/2030","NTT-Deskside Services-WestCoast-Staffed"
"LD065130","LD065130-M2","HSS-8095839","6ZVLG14","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","22","1","ISLHTRP20250922-015","09/30/2030","NTT-Deskside Services-WestCoast-Local"
"LD050417","LD050417","HSS-1972941","6PCKGC3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main Building","18","1","DMND0003120","12/31/2029","NTT-Deskside Services-WestCoast-Local"
"LD056095","LD048528","HSS-8094588","BLSMG14","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","12","1","ISLHTRP20250721-070","08/31/2030","NTT-Deskside Services-WestCoast-Local"
"LD033690","LD033690","HSS-8072155","DHDRVP3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Main building","Leader's office","1","VIHATRP20230213-036","05/31/2031","NTT-Deskside Services-WestCoast-Local"
"PC021638","PC021638","HSS-8024983","VTN16700","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2503","","VIHATRP20211025-031","01/31/2030","NTT-Deskside Services-WestCoast-Staffed"
"PC075779","PC075779","HSS-1940274","JQ0LG14","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","Main Building","105","1","DMND0005326","08/31/2030","NTT-Deskside Services-WestCoast-Remote"
"LD033133","LD030572","HSS-8024951","JCJKGC3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Main Building","12","1","VIHATRP20211025-007","01/31/2030","NTT-Deskside Services-WestCoast-Local"
"PC067145","PC067145","HSS-8086313","HPZ3VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2426","2","VIHATRP20240429-075","07/31/2032","NTT-Deskside Services-WestCoast-Staffed"
"LD037790","LD037790","HSS-8078574","7Z1SQT3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","Sharon Anderson's desk","1","VIHATRP20230918-043","11/30/2031","NTT-Deskside Services-WestCoast-Local"
"LD065013","LD065013","HSS-8095826","3R0LG14","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Main Building","WC2352","2","ISLHTRP20250922-004","09/30/2030","NTT-Deskside Services-WestCoast-Staffed"
"PC049229","PC049229","HSS-8078588","6DHRQT3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Main Building","WC1513","1","VIHATRP20230918-057","11/30/2031","NTT-Deskside Services-WestCoast-Staffed"
